feature,mean,sample_standard_deviation
qualcosa,0.0097600268391354276,0.01220860620969862
rimase,0.018218658021687331,0.012885579296851316
vorrei,0.017528925102068434,0.01992281484811385
castello,0.0090990847472270896,0.011923960853674268
certi,0.013830913032455669,0.0074076543487146254
corse,0.016332676874802849,0.0098249560225939763
dejas,0.024923082211794633,0.061048834236332832
pensò,0.015716471665568301,0.015595666912971505
servizio,0.011654020443522449,0.011191459438877433
cappello,0.018704279132907248,0.018123887072433134
discorsi,0.011666319454756657,0.009616210286181261
fuor,0.009165873159737865,0.011356265737628261
guardare,0.018817272212576352,0.0051431010288790213
infatti,0.015680928391206463,0.0090197213875666607
mangiare,0.018242501909916286,0.013120999221532465
parlato,0.014875624160545978,0.012641412251533191
vedendo,0.015712861026542763,0.0069101914564313341
parlava,0.017290530656935619,0.013161220559955606
peggio,0.013179777431082148,0.0084242434887222897
volle,0.01685033450627698,0.0091120318549625049
babbo,0.033208497871584162,0.072935382319825964
continuò,0.012081487866938155,0.0063551815556259659
fame,0.023693621768205737,0.033532208015029881
farà,0.016119552171026053,0.014101344120476172
innanzi,0.015117371823511578,0.019610978281308197
italia,0.017493733213408229,0.025338930472960174
mamma,0.02335777068061284,0.018637766176172771
nostra,0.016046101792660316,0.008892806024120346
ordine,0.0080090127450875882,0.011624101609552278
uscì,0.016377521091698089,0.0068393578746969294
andato,0.01195225612153597,0.0064947829662872934
fate,0.010860959213525543,0.010545996488818968
morti,0.020020573526814241,0.02000898228216914
ragazza,0.015016260923975939,0.018985495493228619
tardi,0.02117894549733983,0.014572353393307261
avessi,0.015307862386794368,0.010824397612252186
effetto,0.011707882827491202,0.0082659946870145898
mimma,0.037195293434577108,0.091109489747807096
qual,0.013085569422504445,0.0075786767164658653
quand,0.018382750631698818,0.014950827020159966
sedere,0.014185050785035845,0.0075143525340385705
senso,0.01545309801300424,0.0089329462527283545
serio,0.015557149759230773,0.0027488631174343199
star,0.013371315488117893,0.0043572449612116282
trovava,0.010575119612939598,0.009218538769682337
volto,0.01713399796864153,0.017134182504926425
certe,0.013136479584722164,0.0066975987126278958
dissi,0.018587744371798092,0.022955623065723699
giovane,0.016660535618277478,0.015620742252081437
guardando,0.014835613631518946,0.0055110871171795087
libro,0.015818312617528568,0.015396883490684684
occasione,0.010656301348153265,0.0073695900241036848
tavola,0.01193226126592836,0.010359697715618212
triste,0.018245003194820381,0.014891893169263083
aperta,0.01711869131608891,0.0076285632315281453
cavalli,0.012033401919374557,0.019294012693226364
certa,0.012827529375660935,0.0085367457397395752
contento,0.016091584510020917,0.010008154464513471
dovuto,0.011508879718377003,0.0068076011303992929
fortuna,0.020688191849091212,0.013974616547808924
grosso,0.023059164555030858,0.025465321943375707
idee,0.01262254481074177,0.011388837572104916
quante,0.013032506914705052,0.0078051796247026687
abbiamo,0.015168033207305543,0.0055262859923732649
co,0.0068334233531199551,0.013313207635026549
cocchiere,0.011580762367472878,0.023333681155251612
momenti,0.012017316995168094,0.0059858436797404742
oste,0.007258609271282173,0.013547037339537866
parenti,0.016989642919288821,0.013286458121054437
sangue,0.014203950787959371,0.011785354234817762
signorina,0.018332119442186125,0.026782443069778578
spettacolo,0.016925232835793769,0.014292451101911893
cavallo,0.019157832442636729,0.019612406833669271
espressione,0.012134967342849799,0.019418976723500434
fiori,0.016395738791680405,0.011872629805763436
giardiniera,0.011290406628337184,0.027655735227963135
incontro,0.014077128576004121,0.0065020044197187637
panca,0.011398200691089518,0.020971766588865352
vedete,0.011501339660169113,0.010253021009569381
avessero,0.013177002405762731,0.0079780014847784485
furono,0.012253806132642353,0.0042067781617705956
guarda,0.016698985027073135,0.01628580838093107
lasciò,0.014719727026803442,0.0070087520031810718
piangere,0.022154256528676041,0.021462367806121322
piena,0.016174774313032218,0.0041932005341077236
portato,0.014543138307446741,0.0025932652887542956
principio,0.013852270101583545,0.0061561649999328687
dagli,0.014449075037614958,0.0051534462427362503
dolce,0.017584827955413943,0.017549131592752055
fermò,0.012806239065500423,0.0032264161277746279
giudizio,0.011590465985196132,0.0083958294999921142
natura,0.013953699232700595,0.014589736562349655
opera,0.010821316273154037,0.009651065235549627
poter,0.012461560644549745,0.0088499350650488688
specie,0.013597092955248831,0.0072601591737232723
tali,0.010647148799426477,0.010171286340256663
terrore,0.010914439817565784,0.0075760325423404398
torino,0.011478986077450506,0.025099883635678125
vedo,0.014259431126082,0.0077292516788134242
viene,0.015293525936751652,0.0085558623198816533
voci,0.011468257667805572,0.0092780248383182145
vostro,0.0092562492839410645,0.0085160279626515459
cerca,0.011659663465889128,0.0067498916080298479
coloro,0.0085209786071905411,0.0098942365594019074
domanda,0.014050158009428984,0.0071692994238728401
dà,0.011281713112209242,0.0068997411714744458
entrare,0.012619177765584308,0.0031729095824251457
facesse,0.010418239066202319,0.0062802556648588444
figlia,0.012630251869048861,0.014316080697662237
memoria,0.012982515435198285,0.011237530255333621
bello,0.016463318279481848,0.0084533938807138474
campagna,0.015841684223936156,0.011337736560636327
finestre,0.018156234972997121,0.016646794609740098
giacchè,0.0070259500561342747,0.012296573108370233
orecchi,0.015881075521217099,0.025490212207324066
piccoli,0.020006624116534276,0.015644683227884558
sai,0.016216937150354285,0.013202553269994281
sorte,0.0081210206785735043,0.0096317146808170811
stati,0.0097200074408838062,0.0067926403843464843
steele,0.019824048177794925,0.048558802671948217
vento,0.017396528184378861,0.010261167632070833
vino,0.013851027560384593,0.012536661650226631
eppure,0.014899306759624113,0.011958655752568317
freddo,0.018337980690134623,0.013998500648133334
lasciato,0.014480623848383856,0.0072781012107093097
lunga,0.015267693557735796,0.004205170662111503
prender,0.0086600218762730632,0.0084810908112990906
scuola,0.025911784104320951,0.049153103976929582
sospetto,0.0087190434637879656,0.0089249494580067902
sur,0.0068910949523770101,0.010650420296870808
tornare,0.012845903951199686,0.011030914897563216
tuttavia,0.016930897753773971,0.019021735843598158
visi,0.0097906152225874475,0.016028109027060672
volesse,0.010565023578712203,0.0086644541374469794
aiuto,0.0090561764794233977,0.011335554417287327
bravi,0.0061530801795955875,0.012272958531735731
continuo,0.010952328357951374,0.0076586727447231166
geppetto,0.029492725127801808,0.072242127687274227
oltre,0.013012782434111863,0.010367507476057502
piuttosto,0.011933187898677254,0.0071073480458379613
punta,0.014979721266476139,0.01507551135676068
quindi,0.014937665302578604,0.016501812266162326
salire,0.014535072313915078,0.01289499036348578
scrivere,0.015259233035705727,0.016273415306645094
simile,0.014351741934368086,0.0075928529086593845
volontà,0.011650775857903577,0.010484990949800573
andate,0.010324213902224322,0.010885327903301975
costui,0.0088028336268005519,0.0086376820402825107
giro,0.01024414636399063,0.006888995255910006
passione,0.013797402686212911,0.013859316972879935
pubblico,0.010909661027243554,0.0078776129592287893
senz,0.011232666939843433,0.0077697629103622799
sorridendo,0.015966110353296752,0.012560084257343621
amor,0.01080184227643774,0.0053163015795761543
assai,0.016226969583712562,0.013908909608301568
avrà,0.01184178530713445,0.0055902451204526806
bestia,0.022149319595145888,0.032234467354119965
condannato,0.019488256815888175,0.046872287371134143
convento,0.0058243222196469888,0.012059546743325341
parere,0.008655263126434826,0.0079270567409240756
strade,0.0087382311262531581,0.0087197894978868241
venir,0.0099960984355364942,0.0069866237753884643
amica,0.016588291008529991,0.033796991761746858
bambina,0.016033886830334177,0.010200379697536718
benchè,0.012773015402245855,0.016153866109203857
chiaro,0.0093525761909834717,0.0065538029779941363
cioè,0.015869847571478291,0.012383734844451067
credere,0.0133379126682823,0.0062801332012420979
denti,0.016289884662997463,0.01223624702139461
dubbio,0.012047469648949968,0.0098295412832359284
furia,0.012511529108131957,0.0095636017042902092
griso,0.0051705145786030615,0.012665122425199085
luna,0.018552736659054277,0.017314245942471499
piede,0.012309634214471994,0.0060531580003700949
pieno,0.01642158443692145,0.0093118025580767143
ragioni,0.0085343569694842619,0.007954515243791923
saper,0.0098334025749663243,0.0088756131429037349
venuta,0.015001528677511087,0.010067563427658362
verde,0.018190923990073608,0.012557754394505256
abbastanza,0.010331255978956394,0.0066982713222868244
abbiam,0.005095579584710264,0.012481569926283157
bravo,0.012445113247871722,0.015561202972133177
comune,0.0086759920738991754,0.0067993230780338428
dica,0.012784561174654362,0.010610327328950996
ognuno,0.0055000795821826482,0.011881506746172103
pensando,0.01233335716055717,0.010299398253176587
ritto,0.011732068414068019,0.011702924251902141
trovai,0.015558461152489954,0.019667998103816371
vivere,0.013633119104589283,0.0084657153648831692
colpa,0.013842300163135493,0.0076871549566122233
compagno,0.013112583416369108,0.00780677958920677
federigo,0.0050206445908174656,0.012298017427367228
finito,0.016386203621900654,0.0071600102369218524
nessun,0.010785099272078831,0.005141070520450622
onore,0.010898924087394827,0.0078386588648334341
rispetto,0.0098581139343152414,0.0063914637708662389
valle,0.013088793022946028,0.013482124538300933
versi,0.016389282666431963,0.033050998897103723
bassa,0.01545601946036583,0.017177020141460688
carro,0.013835354334467601,0.018794627443235231
giovani,0.0095063580419716617,0.0090336934770353268
grave,0.01478545063150726,0.0074532123014427326
libri,0.014936790739382859,0.012435486046859167
minuti,0.018604802494647871,0.022003593229270584
poichè,0.013587520295842473,0.012093611528567824
principe,0.0053645924511322787,0.010790901610228994
qualunque,0.0070079770327979999,0.0083601749284506078
sente,0.01236654703381883,0.0079927700347903197
trovar,0.0069144303931624809,0.009149541126305432
accento,0.012800434302124684,0.012697138059418788
angolo,0.011669631244349455,0.011897564992505881
bambini,0.016460936507697161,0.015354849686067666
cara,0.018592737502791227,0.025846501430441138
compassione,0.011250748936818518,0.006766240330553383
fargli,0.010384347715567422,0.0066964158187404728
generale,0.0085323473140471919,0.0066733599065893221
pianto,0.015960919596582305,0.012868123909948313
proposito,0.0092519085162201583,0.0089285509603863993
risposi,0.015565859191069729,0.032171149888865998
addio,0.017054120420487737,0.01672257537559782
andiamo,0.012577107854212463,0.0071209435753299142
bianca,0.015163119798817737,0.0067596866756564865
facevano,0.011667672564438769,0.0041746348376249208
ferrer,0.0047958396091390713,0.011747359930619442
improvviso,0.013841816173094344,0.0093561157827212037
mettere,0.01130412131312228,0.0080038763010866678
passa,0.011225772671503619,0.0051408380700624706
passava,0.011558258140477859,0.0047734214725928606
rimasto,0.014908157364212865,0.012946037488872414
rispondere,0.010809748961686657,0.0076120898891242125
sala,0.015921697270892755,0.015502062193696008
trovare,0.010174614522003021,0.0074434273901591271
vecchi,0.013663115966451776,0.013463271240703746
vestito,0.014852092907754697,0.01236608317874691
alquanto,0.011618216278746573,0.013083241128251419
cos,0.0090141571110247867,0.0066353724655437013
dovesse,0.0091724483946756304,0.006245424813331968
esempio,0.010156139552130829,0.0054682080256775864
galantuomo,0.0062690907961012099,0.010015646945238495
guerra,0.0089443174858081075,0.0088091828874519197
nera,0.015511358585209542,0.010354902724950474
roba,0.009478692615458478,0.0066878915693816864
segreto,0.0098519184025216682,0.012107323857998203
alcune,0.01066605652352825,0.0046971630706986621
bimbo,0.013160621138336956,0.017708022559442215
desiderio,0.011263498371099514,0.007097192447297204
diritto,0.010443193827233599,0.0065432930785013698
giornata,0.0084179959452815156,0.0070161121697422148
lume,0.013534694906675207,0.0039772400582096567
mese,0.011181313296530626,0.010935928605377626
metter,0.0078463417481886375,0.0072149254300170789
pena,0.01386533631550778,0.010656360101030393
qualcheduno,0.0051715123375234325,0.010323893456158511
t,0.011457207994173012,0.0023610813733994508
venga,0.011462335888880725,0.0073922861160799101
andata,0.011696446230010857,0.0081824351376332798
arrivò,0.011855332871330298,0.0059677962863892136
colpo,0.012871558223700919,0.0059314918930134693
correre,0.015621098541851069,0.020450861475068614
data,0.008384626607338146,0.0062707191691132279
dirò,0.0097411044882924434,0.0063351486219596588
disgrazia,0.012087152948756107,0.0078808996214719661
dottor,0.016725687138607365,0.017199198330499255
ebbi,0.013915729651993752,0.024824528459266755
fecero,0.011349315710141021,0.0030491997545167584
figura,0.010838871293842582,0.008528798583444552
importa,0.014134483336622107,0.011081001745556264
lontana,0.012334768444147408,0.0072882149810355344
medico,0.019896342779132447,0.023705718338958629
pescatore,0.017699550216728831,0.027605763963946279
rosso,0.014353472969079703,0.012581354130936331
vergogna,0.011948341367382294,0.006846831930048051
avvenire,0.0095896190602190023,0.0060854414400473341
buoni,0.012099875055214086,0.006554197798301532
fede,0.01248471343806244,0.015328030465418273
festa,0.01184650545622015,0.0080982365087004481
guai,0.010104787147720376,0.0094323855741299447
intendere,0.010207459713551409,0.0069887956705789673
morta,0.013790777978720756,0.010317632257563903
primavera,0.014592589679423116,0.025171118978500173
ricordo,0.012881859900595248,0.0089355612135032375
vanno,0.010000197257910322,0.0059081083442412861
venti,0.011829133173047736,0.0073173727864193263
alzando,0.0075690582589604443,0.0063888128161792299
antica,0.010906199675539652,0.0067694984518827713
canto,0.010157574283586121,0.0053716853015460019
capitolo,0.005926201703647666,0.0079939648565934083
chiuso,0.010457645641048938,0.0084963905325952296
devo,0.0093796711201495093,0.0095694237432872361
dottore,0.0092570136219642819,0.0098468468350881005
fatte,0.0076772705326898045,0.0071412773216820852
maraviglia,0.0079947826694432723,0.0078355928778946343
metteva,0.010125876161887662,0.0048615594240522574
notizia,0.010836725311272067,0.0049744626314593334
ripetè,0.01635703993320041,0.017621689034451354
state,0.0081680577512825547,0.0066528580750673276
figlio,0.016875730743314696,0.028306642769526297
guardia,0.010933126523114596,0.0083948983825701904
mosse,0.008663512553058068,0.0058127142123671977
notizie,0.0096514845193596804,0.00581820477230632
numero,0.0065515005884352563,0.0080045887281624262
perdono,0.0086659486022249467,0.0062844007570902489
terribile,0.0089607365948400682,0.0050804302399689973
tirò,0.011219635944784326,0.0089753627854107926
essendo,0.010666723245331659,0.0048397946245520972
pesce,0.022978960473844276,0.05380012204680102
poche,0.010010887186006691,0.0048429784675896566
riso,0.012805373737187556,0.010156368836660103
riva,0.01079614911736671,0.0048392264743885053
saputo,0.0091408747463418236,0.0046845523137514031
suono,0.011723745315874506,0.0077653483834931409
tocca,0.0077045225235976853,0.0065805685739603412
trovarsi,0.0068839875342751808,0.0067896918568876074
vicina,0.012252957980146672,0.0087481198612281291
arrivato,0.0086825749358094111,0.0062986711017573834
attenzione,0.0087727451400578232,0.0075303539192049032
cenno,0.0082671415035384093,0.0060145815103190593
dicono,0.011698895460300784,0.0043387287741559061
età,0.0099531675609921995,0.0077755663614560936
farlo,0.0089267613945227583,0.0045891744559950938
immagine,0.0091184644614395616,0.0067732275157518507
muro,0.011269626616043166,0.012104794378509665
nuove,0.0074461781860083029,0.0063114239774924429
rumore,0.0097674647441498182,0.0087193967421096367
sapevo,0.014009358319671336,0.02594049861220726
sonno,0.01299034138643518,0.010635597160814797
talvolta,0.0087871023785505552,0.0078948937666102302
tasca,0.01216388022487741,0.0098675247253930572
avrebbero,0.0086432105807754522,0.0037714562907429339
bell,0.012119540201058992,0.016425091213093899
coscienza,0.010183097258749663,0.0095859246893524978
et,0.0045771535712392447,0.0092951369302875404
feci,0.011499708611173118,0.016706395980029702
fiume,0.01201091556952604,0.011868010561870524
gatto,0.021798205432115917,0.041732765820456569
mezza,0.01167188062073659,0.010013527619337905
seduto,0.011149985209254256,0.0085478523347188289
stavano,0.0099513966466019468,0.0023326633545791421
tant,0.0086731061574658198,0.010448307171409939
tempi,0.0054139576921100859,0.007959232210042461
antico,0.0095808117706949868,0.0063659282104821116
aspetta,0.011784629381600376,0.010349704637989359
caldo,0.013533047684359362,0.015615643618404455
facevan,0.0053399842857616677,0.0074051855172451893
giusto,0.0078337145388326628,0.0046896013484451137
largo,0.0071216222686961081,0.0062148963028761306
lazzeretto,0.0040464896702110918,0.0099118349414601542
paolo,0.014693411211628017,0.023897427454201436
porredda,0.015469499303872531,0.037892379870827275
qualcuno,0.016467221127910849,0.0099644578643452303
scritto,0.012048237628967812,0.011880236612913217
soldi,0.012511251303471993,0.014289349353332113
